,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,ratio_per_person
3537,15,61,High,Low,Yes,9,52,Medium,Yes,1,Medium,Medium,Private,Neutral,3.0,No,High School,Moderate,Female,60,0.2459016393442623
3538,20,79,High,High,Yes,7,85,Low,Yes,2,Medium,Medium,Public,Neutral,2.0,No,College,Moderate,Male,69,0.25316455696202533
3539,19,70,Medium,Medium,Yes,6,90,Low,Yes,2,Low,Medium,Private,Positive,3.0,No,High School,Moderate,Male,65,0.2714285714285714
3540,22,88,Medium,Low,Yes,7,70,Medium,Yes,3,Low,Medium,Public,Positive,2.0,No,High School,Near,Female,69,0.25
3541,29,83,Medium,Low,Yes,6,77,High,Yes,1,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Male,70,0.3493975903614458
3542,25,63,High,Low,Yes,8,63,Medium,Yes,0,Medium,High,Private,Positive,1.0,Yes,Postgraduate,Near,Female,65,0.3968253968253968
3543,14,67,Low,Low,Yes,7,66,Low,Yes,0,Low,Medium,Public,Neutral,4.0,No,High School,Far,Female,57,0.208955223880597
3544,28,76,Medium,Medium,Yes,6,75,Low,Yes,0,Medium,High,Public,Positive,2.0,No,High School,Near,Female,68,0.3684210526315789
3545,22,67,High,High,No,10,58,Medium,Yes,2,High,Low,Public,Neutral,3.0,No,Postgraduate,Near,Male,67,0.3283582089552239
3546,24,92,Medium,Medium,No,5,69,Medium,Yes,2,Medium,Medium,Private,Negative,4.0,No,High School,Near,Female,70,0.2608695652173913
3547,29,77,Medium,Medium,Yes,8,65,Medium,Yes,1,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,68,0.37662337662337664
3548,13,64,High,High,Yes,7,62,Medium,Yes,1,Low,Medium,Public,Neutral,1.0,No,College,Moderate,Female,62,0.203125
3549,20,79,High,Medium,Yes,5,74,Medium,Yes,1,Low,Medium,Public,Neutral,5.0,No,High School,Far,Male,67,0.25316455696202533
3550,17,64,High,High,Yes,6,92,Medium,Yes,0,Medium,Medium,Private,Positive,1.0,No,Postgraduate,Near,Male,66,0.265625
3551,11,65,Medium,Low,Yes,5,62,Medium,Yes,2,Medium,High,Public,Neutral,2.0,No,College,Far,Female,60,0.16923076923076924
3552,22,70,High,Low,No,10,83,Low,Yes,0,Medium,,Public,Positive,2.0,No,College,Moderate,Male,65,0.3142857142857143
3553,35,94,High,Medium,Yes,7,63,Medium,Yes,1,Low,High,Public,Positive,2.0,No,College,Near,Female,75,0.3723404255319149
3554,9,97,Low,Medium,Yes,7,57,Medium,Yes,4,Medium,High,Public,Neutral,5.0,No,High School,Far,Female,67,0.09278350515463918
3555,20,93,Medium,High,No,10,97,Medium,Yes,1,Low,Medium,Public,Neutral,2.0,No,Postgraduate,Moderate,Male,71,0.21505376344086022
3556,24,73,Low,Low,Yes,6,82,Medium,Yes,0,Medium,Medium,Public,Negative,2.0,Yes,High School,Near,Male,63,0.3287671232876712
3557,21,71,High,Medium,Yes,9,55,Low,Yes,2,High,High,Public,Positive,1.0,No,Postgraduate,Moderate,Male,67,0.29577464788732394
3558,19,82,High,Medium,No,8,82,Low,Yes,2,Low,Medium,Private,Negative,4.0,No,Postgraduate,Near,Female,68,0.23170731707317074
3559,12,89,High,Low,Yes,4,59,Low,Yes,2,Low,High,Public,Negative,4.0,No,High School,Near,Male,65,0.1348314606741573
3560,21,100,Low,High,No,6,94,Medium,No,1,High,Medium,Public,Positive,3.0,No,College,Moderate,Female,72,0.21
3561,15,65,Medium,Medium,No,8,62,Medium,Yes,1,Medium,Medium,Public,Neutral,4.0,No,High School,Moderate,Female,61,0.23076923076923078
3562,7,62,Low,High,No,7,90,Medium,Yes,1,Medium,Low,Public,Neutral,5.0,No,College,Moderate,Female,60,0.11290322580645161
3563,27,88,High,High,Yes,7,60,Medium,Yes,2,Low,Medium,Public,Positive,2.0,No,High School,Near,Female,72,0.3068181818181818
3564,26,93,Medium,Medium,Yes,6,78,Medium,Yes,2,Medium,Medium,Public,Neutral,3.0,No,Postgraduate,Far,Female,72,0.27956989247311825
3565,20,94,Low,Medium,Yes,6,96,Medium,Yes,2,Medium,Medium,Private,Negative,3.0,No,College,Near,Male,70,0.2127659574468085
3566,21,87,Low,Medium,No,7,65,High,Yes,2,Medium,Medium,Public,Negative,3.0,Yes,College,Near,Male,67,0.2413793103448276
3567,26,98,Medium,Medium,No,10,54,Medium,Yes,0,Low,High,Private,Neutral,1.0,No,Postgraduate,Near,Male,71,0.2653061224489796
3568,21,80,Medium,Low,Yes,6,78,Medium,Yes,0,Medium,Medium,Private,Negative,2.0,No,Postgraduate,Near,Female,66,0.2625
3569,25,97,High,High,No,6,59,Low,Yes,0,Low,High,Public,Positive,2.0,No,High School,Near,Female,72,0.25773195876288657
3570,18,99,Medium,Medium,Yes,7,86,Medium,No,1,High,Medium,Public,Neutral,4.0,No,High School,Moderate,Female,70,0.18181818181818182
3571,28,94,Medium,Low,Yes,5,80,Medium,Yes,2,High,Medium,Public,Negative,2.0,No,High School,Moderate,Female,71,0.2978723404255319
3572,22,72,Low,Low,Yes,8,67,High,Yes,2,Medium,Medium,Public,Negative,4.0,No,College,Far,Male,64,0.3055555555555556
3573,21,68,Medium,Medium,Yes,5,85,Medium,No,3,High,Medium,Public,Positive,2.0,No,College,Moderate,Male,66,0.3088235294117647
3574,12,82,High,Low,No,5,62,Low,Yes,2,Medium,Medium,Public,Positive,4.0,No,High School,Near,Male,64,0.14634146341463414
3575,22,78,Medium,Medium,Yes,5,96,Medium,Yes,0,Low,Medium,Public,Neutral,3.0,No,High School,Moderate,Male,67,0.28205128205128205
3576,15,95,Low,Low,No,5,67,High,Yes,3,Medium,Medium,Public,Positive,3.0,No,High School,Moderate,Female,67,0.15789473684210525
3577,16,64,High,Low,No,9,88,Medium,Yes,1,Medium,High,Public,Positive,3.0,No,High School,Near,Male,64,0.25
3578,15,70,Low,Medium,No,8,63,Low,Yes,0,Medium,Medium,Private,Positive,4.0,No,High School,Moderate,Female,61,0.21428571428571427
3579,14,90,High,High,Yes,8,86,Medium,Yes,4,Medium,Medium,Private,Negative,2.0,No,High School,Near,Female,99,0.15555555555555556
3580,33,64,Medium,Medium,No,8,52,Low,No,3,High,Medium,Public,Positive,4.0,No,High School,Near,Male,67,0.515625
3581,28,73,Medium,High,Yes,7,65,High,Yes,3,High,High,Public,Positive,3.0,No,Postgraduate,Near,Male,72,0.3835616438356164
3582,32,75,Low,Low,No,7,55,Medium,Yes,1,Medium,Medium,Public,Neutral,4.0,No,High School,Moderate,Male,66,0.4266666666666667
3583,13,85,Low,High,Yes,9,73,High,Yes,3,Medium,High,Public,Positive,2.0,No,Postgraduate,Moderate,Male,68,0.15294117647058825
3584,20,66,High,Low,No,9,72,Low,Yes,1,Medium,High,Public,Positive,1.0,No,College,Near,Female,64,0.30303030303030304
3585,12,94,High,High,No,5,68,High,Yes,1,High,Medium,Public,Neutral,2.0,No,High School,Near,Male,69,0.1276595744680851
3586,16,78,Medium,High,No,10,99,Low,Yes,0,Low,Medium,Public,Positive,4.0,No,High School,Far,Female,65,0.20512820512820512
3587,14,97,Low,High,No,5,62,Medium,No,1,Medium,Medium,Public,Neutral,4.0,Yes,Postgraduate,Far,Female,66,0.14432989690721648
3588,27,79,High,High,Yes,6,90,Low,Yes,3,Medium,High,Public,Positive,4.0,No,High School,Near,Male,73,0.34177215189873417
3589,18,71,Medium,Medium,Yes,7,72,Low,Yes,0,Low,Medium,Public,Neutral,4.0,No,High School,,Female,63,0.2535211267605634
3590,26,66,Medium,Medium,Yes,7,67,High,Yes,3,Medium,Medium,Public,Negative,4.0,No,High School,Moderate,Female,66,0.3939393939393939
3591,24,60,Medium,Medium,Yes,10,60,Low,Yes,3,Low,High,Private,Neutral,2.0,No,Postgraduate,Near,Female,65,0.4
3592,34,81,Medium,Medium,Yes,9,82,Low,Yes,1,Medium,High,Public,Negative,2.0,No,High School,Near,Male,71,0.41975308641975306
3593,11,64,Medium,Low,Yes,8,67,High,No,1,Medium,Medium,Public,Neutral,2.0,Yes,College,Near,Male,58,0.171875
3594,28,76,Medium,Medium,No,9,91,Medium,Yes,0,Low,High,Private,Neutral,3.0,No,High School,Moderate,Male,68,0.3684210526315789
3595,27,84,Medium,Medium,No,8,98,Medium,Yes,0,Low,Medium,Public,Neutral,4.0,No,High School,Moderate,Male,69,0.32142857142857145
3596,14,71,High,Low,Yes,6,61,Low,Yes,0,Low,Medium,Public,Positive,3.0,No,Postgraduate,Near,Female,63,0.19718309859154928
3597,26,67,Medium,Medium,Yes,8,56,Medium,Yes,1,Medium,Medium,Public,Negative,5.0,No,College,Near,Female,66,0.3880597014925373
3598,22,91,Medium,Medium,Yes,7,66,Medium,No,0,High,High,Public,Negative,3.0,No,College,Near,Female,69,0.24175824175824176
3599,19,98,Medium,Low,Yes,6,73,Medium,Yes,3,Low,Medium,Private,Negative,3.0,No,College,Near,Male,69,0.19387755102040816
3600,15,64,High,Medium,No,9,65,Medium,Yes,2,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Male,63,0.234375
3601,16,66,Low,High,Yes,7,99,Medium,Yes,1,Low,Medium,Public,Positive,3.0,No,College,Near,Female,65,0.24242424242424243
3602,32,98,Low,High,No,5,89,Medium,Yes,2,High,Low,Private,Positive,3.0,No,College,Near,Male,76,0.32653061224489793
3603,20,62,High,Medium,Yes,6,98,High,Yes,0,High,High,Public,Neutral,3.0,No,Postgraduate,Near,Male,67,0.3225806451612903
3604,25,99,Low,Medium,No,8,69,Medium,No,1,Low,High,Public,Positive,3.0,No,Postgraduate,Moderate,Male,70,0.25252525252525254
3605,15,60,Medium,Low,No,9,65,Medium,Yes,1,Medium,High,Public,Negative,5.0,No,College,Moderate,Male,60,0.25
3606,15,95,High,Low,No,8,70,Medium,Yes,2,High,High,Public,Neutral,3.0,Yes,High School,Near,Female,68,0.15789473684210525
3607,26,72,Medium,Medium,Yes,8,76,Medium,Yes,1,Medium,Medium,Public,Negative,3.0,No,Postgraduate,Near,Male,68,0.3611111111111111
3608,12,98,Low,High,Yes,6,87,Medium,Yes,2,Low,Medium,Private,Neutral,3.0,No,Postgraduate,Near,Female,70,0.12244897959183673
3609,18,73,Medium,High,Yes,7,94,High,Yes,1,High,Medium,Private,Neutral,3.0,No,Postgraduate,Moderate,Female,68,0.2465753424657534
3610,20,86,High,High,No,7,73,Medium,Yes,3,Low,Low,Public,Neutral,3.0,Yes,High School,Near,Male,69,0.23255813953488372
3611,21,63,Medium,Medium,Yes,7,64,Medium,Yes,0,Low,Medium,Public,Negative,3.0,No,High School,Near,Female,62,0.3333333333333333
3612,19,70,High,Low,No,7,66,Medium,Yes,1,High,Low,Private,Neutral,4.0,No,College,Moderate,Male,64,0.2714285714285714
3613,22,91,High,Medium,No,6,85,Low,Yes,2,Medium,Medium,Private,Positive,2.0,No,High School,Moderate,Female,71,0.24175824175824176
3614,24,81,Medium,Medium,Yes,8,78,Medium,Yes,1,Low,Medium,Public,Positive,2.0,No,High School,Near,Male,68,0.2962962962962963
3615,24,97,High,Medium,No,5,74,High,Yes,0,Medium,Low,Public,Neutral,5.0,No,High School,Near,Female,72,0.24742268041237114
3616,14,77,Medium,Medium,Yes,5,60,Low,Yes,1,High,High,Private,Negative,3.0,No,Postgraduate,Far,Male,64,0.18181818181818182
3617,18,95,Medium,High,Yes,6,94,Medium,Yes,6,Low,High,Public,Neutral,3.0,No,High School,Far,Female,73,0.18947368421052632
3618,27,78,Medium,High,No,8,89,Low,Yes,0,Low,Medium,Public,Neutral,3.0,No,Postgraduate,Near,Female,69,0.34615384615384615
3619,25,99,Low,Medium,No,8,57,Medium,Yes,1,Medium,Low,Private,Positive,3.0,No,Postgraduate,Moderate,Male,70,0.25252525252525254
3620,12,98,Medium,High,No,4,68,Medium,Yes,3,Low,High,Public,Neutral,2.0,No,High School,Near,Female,69,0.12244897959183673
3621,22,73,Medium,Low,No,8,77,Medium,Yes,1,High,Medium,Public,Neutral,3.0,No,High School,Far,Male,64,0.3013698630136986
3622,8,95,Medium,Medium,No,7,73,Low,Yes,2,Medium,Medium,Private,Neutral,2.0,No,College,Near,Male,66,0.08421052631578947
3623,20,94,Medium,Medium,Yes,6,70,High,Yes,1,Medium,Medium,Public,Neutral,2.0,No,High School,Moderate,Female,69,0.2127659574468085
3624,31,68,High,Medium,No,7,86,Low,Yes,1,Low,Medium,Private,Positive,3.0,No,High School,Moderate,Female,68,0.45588235294117646
3625,14,85,Medium,Low,Yes,5,53,Medium,Yes,4,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,65,0.16470588235294117
3626,15,63,High,Low,Yes,7,74,Medium,Yes,4,Low,Medium,Public,Negative,2.0,No,High School,Moderate,Male,62,0.23809523809523808
3627,25,93,High,High,Yes,5,63,Medium,Yes,2,High,Medium,Public,Positive,2.0,No,Postgraduate,Near,Female,75,0.26881720430107525
3628,11,67,Medium,Medium,Yes,6,54,Low,Yes,0,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,60,0.16417910447761194
3629,16,63,Medium,High,Yes,6,73,Medium,Yes,0,Medium,Medium,Public,Neutral,4.0,No,College,Near,Male,63,0.25396825396825395
3630,24,76,Medium,Low,Yes,8,59,Medium,Yes,2,Medium,Medium,Public,Positive,4.0,No,College,Far,Male,66,0.3157894736842105
3631,16,83,High,Medium,Yes,7,63,Medium,Yes,0,Medium,Medium,Public,Neutral,3.0,No,Postgraduate,Near,Female,67,0.1927710843373494
3632,19,94,Low,Medium,Yes,8,75,Medium,Yes,1,Medium,Medium,Public,Negative,3.0,No,College,Moderate,Female,68,0.20212765957446807
3633,24,99,Medium,Medium,Yes,5,99,Medium,Yes,0,Low,Medium,Public,Positive,3.0,No,High School,Moderate,Female,72,0.24242424242424243
3634,23,78,Low,Medium,No,7,84,High,Yes,0,Low,Medium,Private,Neutral,3.0,No,College,Near,Male,66,0.2948717948717949
3635,22,62,Medium,Medium,Yes,8,64,Medium,Yes,0,Low,Medium,Public,Neutral,3.0,No,Postgraduate,Near,Female,63,0.3548387096774194
3636,18,90,Medium,High,Yes,9,69,Medium,Yes,1,High,High,Private,Positive,3.0,No,College,Moderate,Female,71,0.2
3637,22,83,Low,Medium,Yes,5,70,High,Yes,2,Low,Medium,Public,Positive,3.0,No,College,Far,Male,67,0.26506024096385544
3638,19,78,Medium,Medium,Yes,6,58,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,Postgraduate,Near,Male,66,0.24358974358974358
3639,23,72,High,Medium,No,8,58,Medium,No,2,Low,High,Private,Positive,2.0,No,College,Near,Female,66,0.3194444444444444
3640,17,80,High,High,No,9,57,Medium,Yes,4,Low,Medium,Public,Positive,2.0,No,College,Near,Male,68,0.2125
3641,19,74,Medium,Medium,No,7,76,High,Yes,1,High,Medium,Public,Neutral,3.0,No,College,Near,Female,66,0.25675675675675674
3642,14,90,High,Medium,Yes,5,84,Medium,Yes,0,Low,Medium,Public,Negative,3.0,No,Postgraduate,Near,Female,68,0.15555555555555556
3643,20,82,High,Medium,Yes,5,80,Medium,Yes,3,Low,Medium,Public,Neutral,1.0,Yes,College,Near,Female,68,0.24390243902439024
3644,15,95,Low,Medium,Yes,7,99,Low,Yes,0,High,High,Public,Neutral,2.0,No,High School,Near,Female,68,0.15789473684210525
3645,13,82,Medium,High,No,8,56,Low,Yes,2,Low,High,Private,Neutral,3.0,No,Postgraduate,Near,Male,66,0.15853658536585366
3646,22,70,High,Low,No,7,99,Medium,Yes,1,Low,High,Private,Positive,2.0,No,High School,Moderate,Male,66,0.3142857142857143
3647,21,94,Medium,High,No,5,73,Low,Yes,0,Medium,High,Public,Neutral,3.0,No,Postgraduate,Far,Female,70,0.22340425531914893
3648,25,82,High,Medium,Yes,9,61,Low,Yes,1,High,Medium,Public,Negative,2.0,No,High School,Near,Male,68,0.3048780487804878
3649,17,68,Medium,Medium,Yes,6,97,High,Yes,2,High,Low,Public,Negative,3.0,No,High School,Moderate,Male,65,0.25
3650,22,85,Low,High,Yes,8,73,High,Yes,1,Medium,Medium,Private,Positive,3.0,No,College,Near,Male,70,0.25882352941176473
3651,23,74,Medium,Medium,No,4,67,Medium,Yes,3,High,Medium,Private,Negative,5.0,No,High School,Far,Male,66,0.3108108108108108
3652,23,94,Medium,High,Yes,9,61,Medium,No,0,Medium,Medium,Public,Negative,1.0,Yes,Postgraduate,Moderate,Female,68,0.24468085106382978
3653,15,78,Medium,Medium,Yes,6,63,High,Yes,1,Medium,Medium,Private,Neutral,2.0,Yes,College,Moderate,Male,64,0.19230769230769232
3654,21,89,Medium,Medium,No,9,99,Medium,Yes,0,Medium,Medium,Private,Negative,3.0,No,High School,Near,Male,69,0.23595505617977527
3655,22,64,Medium,Medium,No,8,65,Low,Yes,2,Medium,Medium,Private,Neutral,4.0,No,Postgraduate,Near,Female,65,0.34375
3656,20,76,Medium,High,Yes,5,99,Low,No,3,Medium,High,Public,Negative,3.0,No,Postgraduate,Near,Female,69,0.2631578947368421
3657,7,99,Low,High,Yes,7,67,Low,No,1,High,High,Private,Neutral,4.0,No,High School,Near,Female,66,0.0707070707070707
3658,21,92,High,Low,No,9,62,Medium,Yes,1,Medium,Low,Public,Positive,2.0,No,High School,Near,Female,68,0.22826086956521738
3659,33,66,Medium,Medium,Yes,6,59,Medium,Yes,3,High,Medium,Public,Positive,2.0,No,Postgraduate,Near,Female,70,0.5
3660,18,71,High,Medium,No,9,71,Medium,Yes,1,Medium,High,Public,Positive,3.0,No,High School,Moderate,Female,65,0.2535211267605634
3661,16,73,High,Medium,Yes,8,62,Medium,Yes,0,High,High,Private,Neutral,2.0,No,High School,Near,Female,65,0.2191780821917808
3662,22,86,Medium,Low,No,9,85,Medium,Yes,1,Medium,Medium,Public,Negative,3.0,No,Postgraduate,Near,Female,68,0.2558139534883721
3663,22,90,Low,Medium,No,7,62,Low,Yes,0,Medium,Medium,Public,Positive,3.0,No,College,Near,Male,67,0.24444444444444444
3664,27,90,High,High,No,7,92,Medium,Yes,0,Low,Medium,Private,Neutral,3.0,No,High School,Near,Female,72,0.3
3665,12,80,High,High,Yes,10,92,High,Yes,1,High,High,Public,Positive,3.0,No,Postgraduate,Moderate,Male,70,0.15
3666,24,92,Low,High,Yes,8,64,High,Yes,1,High,High,Private,Neutral,3.0,No,College,Near,Male,72,0.2608695652173913
3667,24,77,High,High,Yes,7,88,Low,Yes,1,High,Medium,Public,Negative,5.0,No,College,Near,Male,71,0.3116883116883117
3668,19,65,Low,Medium,No,8,93,Low,Yes,1,Medium,High,Private,Neutral,4.0,No,College,Near,Male,64,0.2923076923076923
3669,22,83,Low,High,Yes,6,80,Medium,Yes,2,Medium,Medium,Public,Positive,5.0,No,High School,Moderate,Female,69,0.26506024096385544
3670,26,98,Medium,Medium,Yes,7,68,Medium,Yes,4,Low,Medium,Public,Positive,1.0,No,High School,Near,Female,73,0.2653061224489796
3671,25,92,Low,High,Yes,9,72,Medium,Yes,1,Low,Medium,Public,Negative,5.0,No,Postgraduate,Far,Female,70,0.2717391304347826
3672,13,83,High,Medium,No,7,89,Medium,Yes,1,Low,Medium,Public,Neutral,4.0,No,Postgraduate,Near,Female,68,0.1566265060240964
3673,25,86,High,Medium,No,6,65,Medium,Yes,2,Medium,High,Public,Positive,5.0,No,High School,Moderate,Male,71,0.29069767441860467
3674,20,97,Medium,High,No,6,67,Low,Yes,1,Low,High,Private,Positive,3.0,No,Postgraduate,Near,Female,71,0.20618556701030927
3675,20,77,Low,High,Yes,7,58,High,Yes,0,High,Medium,Public,Neutral,3.0,No,High School,Near,Male,66,0.2597402597402597
3676,20,73,Medium,High,No,6,70,Low,Yes,3,High,High,Public,Neutral,4.0,No,High School,Near,Female,68,0.273972602739726
3677,19,99,Medium,High,Yes,5,54,Low,Yes,0,Medium,Medium,Public,Neutral,2.0,No,Postgraduate,Near,Male,70,0.1919191919191919
3678,27,95,Medium,Medium,No,5,66,Low,Yes,3,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Male,72,0.28421052631578947
3679,19,73,Low,High,Yes,9,69,High,Yes,1,Low,Low,Public,Positive,4.0,No,Postgraduate,Near,Female,66,0.2602739726027397
3680,13,79,Medium,High,Yes,7,63,Low,No,3,High,Medium,Private,Neutral,2.0,No,High School,Near,Female,65,0.16455696202531644
3681,18,77,Medium,High,Yes,7,55,High,No,3,High,Medium,Private,Neutral,3.0,Yes,High School,Near,Female,66,0.23376623376623376
3682,21,66,High,Medium,Yes,6,76,Low,Yes,3,Low,Medium,Private,Neutral,1.0,No,High School,Moderate,Female,65,0.3181818181818182
3683,27,98,High,Low,Yes,6,93,Low,Yes,0,Low,Medium,Private,Neutral,4.0,No,High School,Moderate,Male,72,0.2755102040816326
3684,24,76,Medium,Medium,Yes,6,67,Medium,Yes,2,High,Medium,Public,Negative,3.0,No,College,Near,Female,68,0.3157894736842105
3685,15,95,Medium,Medium,Yes,7,62,High,Yes,0,High,Medium,Public,Negative,3.0,No,College,Near,Female,68,0.15789473684210525
3686,35,68,Low,High,Yes,5,64,Medium,Yes,0,High,Low,Public,Positive,4.0,Yes,High School,Near,Male,67,0.5147058823529411
3687,22,82,Medium,Medium,Yes,9,93,Low,Yes,2,Low,Medium,Public,Neutral,2.0,No,High School,Near,Male,68,0.2682926829268293
3688,28,61,High,Medium,No,7,76,High,Yes,1,Medium,High,Public,Positive,4.0,No,High School,Moderate,Male,67,0.45901639344262296
3689,19,91,Medium,High,No,7,57,Low,Yes,3,High,High,Public,Negative,3.0,No,High School,Moderate,Female,69,0.2087912087912088
3690,23,83,Low,Low,No,8,85,Medium,Yes,2,Low,Medium,Private,Neutral,2.0,Yes,High School,Near,Male,65,0.27710843373493976
3691,25,85,Medium,Medium,No,8,58,Medium,Yes,2,Medium,High,Public,Neutral,4.0,No,College,Near,Male,70,0.29411764705882354
3692,27,62,High,Medium,No,6,53,Low,Yes,1,Medium,Medium,Public,Positive,2.0,No,High School,Moderate,Male,64,0.43548387096774194
3693,26,68,Medium,Medium,No,8,63,Medium,Yes,2,Low,High,Public,Positive,3.0,No,High School,Near,Male,66,0.38235294117647056
3694,25,63,Low,Medium,No,8,58,Medium,Yes,1,High,Medium,Public,Positive,1.0,No,College,Near,Female,64,0.3968253968253968
3695,18,72,High,High,Yes,7,80,High,Yes,1,High,High,Public,Negative,2.0,Yes,High School,Moderate,Female,66,0.25
3696,17,85,Medium,Medium,Yes,9,74,Medium,Yes,1,Medium,Medium,Private,Neutral,2.0,No,High School,Near,Male,67,0.2
3697,22,83,Medium,Low,Yes,8,86,Medium,Yes,3,Medium,Low,Public,Negative,4.0,No,High School,Near,Male,68,0.26506024096385544
3698,26,84,Medium,Medium,No,8,76,Medium,Yes,5,Medium,High,Public,Neutral,2.0,No,High School,Moderate,Male,71,0.30952380952380953
3699,19,82,High,Low,No,9,71,Medium,Yes,1,Low,High,Private,Neutral,3.0,No,College,Near,Female,67,0.23170731707317074
3700,26,71,High,Medium,Yes,7,76,Medium,Yes,3,Low,Medium,Public,Positive,2.0,No,Postgraduate,Moderate,Male,69,0.36619718309859156
3701,29,70,Medium,Low,Yes,7,72,Low,Yes,1,Medium,Medium,Public,Positive,4.0,No,College,Near,Male,67,0.4142857142857143
3702,15,65,Low,High,Yes,8,52,Medium,Yes,4,Low,Medium,Private,Neutral,3.0,Yes,High School,Moderate,Female,61,0.23076923076923078
3703,15,94,Medium,Medium,No,7,84,Medium,Yes,0,Medium,High,Public,Positive,2.0,No,High School,Moderate,Male,68,0.1595744680851064
3704,19,85,Low,Low,Yes,8,98,Medium,Yes,2,Medium,Low,Private,Neutral,4.0,No,High School,Near,Female,67,0.2235294117647059
3705,22,67,Low,Medium,Yes,6,71,Low,Yes,1,Medium,High,Public,Neutral,4.0,No,College,Moderate,Male,64,0.3283582089552239
3706,17,67,Medium,Medium,Yes,4,71,Medium,Yes,3,Medium,High,Public,Negative,2.0,No,High School,Moderate,Female,63,0.2537313432835821
3707,28,95,Low,Medium,No,8,52,High,Yes,3,High,High,Public,Negative,4.0,No,College,Near,Male,72,0.29473684210526313
3708,23,90,High,Medium,No,5,95,Low,Yes,2,Low,Medium,Public,Negative,2.0,No,High School,Moderate,Male,69,0.25555555555555554
3709,20,86,Low,High,No,6,96,Medium,Yes,1,High,Low,Public,Neutral,2.0,Yes,High School,Far,Male,66,0.23255813953488372
3710,11,76,Medium,Medium,Yes,8,91,Low,Yes,1,High,High,Private,Neutral,3.0,Yes,College,Near,Female,64,0.14473684210526316
3711,12,70,Low,Medium,Yes,8,55,Medium,Yes,2,Medium,High,Public,Negative,4.0,No,High School,Near,Female,61,0.17142857142857143
3712,22,99,Medium,High,Yes,9,95,Medium,Yes,2,Low,Low,Public,Negative,4.0,Yes,High School,Near,Male,71,0.2222222222222222
3713,7,92,Low,Medium,Yes,4,51,Medium,Yes,0,High,Medium,Public,Positive,1.0,No,High School,Near,Female,63,0.07608695652173914
3714,26,72,Medium,Low,No,7,72,Low,Yes,2,Medium,Low,Public,Neutral,4.0,No,High School,Near,Female,65,0.3611111111111111
3715,19,94,High,Low,Yes,7,75,Medium,Yes,2,High,Medium,Public,Negative,5.0,No,College,Near,Female,71,0.20212765957446807
3716,39,90,High,High,No,8,92,High,Yes,2,Medium,High,Private,Neutral,1.0,No,High School,Near,Female,78,0.43333333333333335
3717,34,72,Medium,High,Yes,9,88,Low,Yes,1,High,Medium,Private,Positive,3.0,No,Postgraduate,Near,Male,73,0.4722222222222222
3718,19,77,Low,Medium,No,5,90,Low,Yes,1,Low,High,Private,Neutral,3.0,No,College,Near,Female,65,0.24675324675324675
3719,19,67,Low,Medium,Yes,7,93,High,Yes,0,Medium,Medium,Public,Positive,4.0,No,Postgraduate,Near,Male,66,0.2835820895522388
3720,26,64,High,Low,Yes,8,74,Low,Yes,3,Medium,High,Public,Neutral,2.0,No,High School,Near,Male,66,0.40625
3721,30,89,Medium,Medium,No,6,89,Medium,Yes,3,High,Medium,Public,Neutral,3.0,No,Postgraduate,Moderate,Male,74,0.33707865168539325
3722,10,71,Medium,Low,No,10,53,Low,Yes,4,High,Medium,Private,Positive,3.0,No,High School,Near,Female,62,0.14084507042253522
3723,9,93,High,Low,Yes,6,72,Low,Yes,1,Medium,Medium,Public,Positive,2.0,No,College,Near,Female,66,0.0967741935483871
3724,16,100,High,High,No,7,52,Medium,Yes,4,Low,Medium,Public,Negative,4.0,No,High School,Near,Female,71,0.16
3725,23,63,High,Medium,Yes,5,96,Medium,Yes,2,High,Medium,Public,Neutral,2.0,No,High School,Near,Female,67,0.36507936507936506
3726,23,79,High,Low,Yes,7,98,Low,Yes,0,Medium,High,Public,Neutral,4.0,No,College,Near,Female,69,0.2911392405063291
3727,26,92,Medium,High,No,4,54,Medium,Yes,2,High,Medium,Public,Positive,4.0,No,High School,Moderate,Male,72,0.2826086956521739
3728,13,92,High,High,Yes,7,77,Medium,Yes,2,High,Medium,Public,Positive,4.0,No,Postgraduate,Near,Male,72,0.14130434782608695
3729,6,90,Medium,Medium,Yes,9,66,Medium,Yes,2,Medium,High,Public,Positive,2.0,No,High School,Far,Male,65,0.06666666666666667
3730,25,74,High,High,No,5,67,High,Yes,1,Medium,Medium,Public,Positive,5.0,No,Postgraduate,Near,Male,71,0.33783783783783783
3731,15,78,Medium,Medium,No,5,73,Medium,Yes,0,High,High,Private,Positive,1.0,Yes,College,Near,Male,64,0.19230769230769232
3732,8,84,Medium,Low,Yes,9,56,Low,Yes,1,Low,Medium,Public,Positive,2.0,No,High School,Moderate,Male,61,0.09523809523809523
